latitude,longitude,fire_intensity,frp
-13.94730092046353,-64.84092599405176,0.1778739003946401,8.893695019732005
-14.679542518781195,-63.3205447931976,0.44693168366631825,22.346584183315912
-15.633885295465664,-63.34388176264472,0.35175888930253063,17.587944465126533
-14.51446926966619,-65.12054426043659,0.40594172744038687,20.297086372019344
-15.896834436654345,-64.50687873526904,0.5781591355706356,28.90795677853178
-13.272038793763654,-64.99780422545808,0.2837636290092098,14.18818145046049
-15.22366005519995,-65.03789876405634,0.3322386316273397,16.611931581366985
-14.012433146938054,-65.65778263161367,0.2501170792431812,12.50585396215906
-15.064866771731767,-64.22608916505025,0.35280117138461503,17.640058569230753
-14.439795936466567,-64.49330244192785,0.3438921817873322,17.19460908936661
-14.359869161970161,-65.62130312187503,0.4939221086201205,24.696105431006025
-15.44543663342342,-65.05338383940847,0.5471660293010695,27.358301465053476
-13.091246116706325,-63.479335285083366,0.5238483684800206,26.19241842400103
-13.674601529916657,-65.15109527333257,0.14122055665272354,7.061027832636177
-13.181503175307434,-65.38776281977194,0.30387624626668014,15.193812313334007
-13.315517948717053,-64.5263680993061,0.25194098815810323,12.597049407905162
-14.206300063566744,-63.2858738647235,0.3571877151778369,17.859385758891843
-13.234377294930649,-65.14486182122126,0.6804286474861757,34.02143237430879
-15.734522493844242,-64.0696611314853,0.206016181181203,10.30080905906015
-15.412051412742564,-63.845950961678206,0.24526075191077804,12.263037595538902
-15.864318133268386,-65.155906140019,0.35774527411740076,17.887263705870037
-15.024009007710207,-63.92945912847035,0.2903353602842432,14.516768014212161
-14.833968130931554,-64.83054216820187,0.24536581429490287,12.268290714745143
-15.185952904678313,-64.16923542351606,0.4235730492997896,21.17865246498948
-13.513787472544212,-64.16617572309777,0.3833773838280252,19.16886919140126
-14.929740019919233,-64.4105632898131,0.23146845196252155,11.573422598126077
-15.157196470937858,-65.52427557486398,0.09613873297388933,4.8069366486944665
-14.371911750525255,-63.661743761026905,0.6301344047249148,31.506720236245737
-15.577227325075713,-64.94804983757066,0.24787353518414412,12.393676759207207
-13.593409057737881,-65.28370372400036,0.7896560441926176,39.48280220963088
-15.776348068960687,-65.64806214611309,0.6965138643700532,34.825693218502664
-13.039339190198447,-64.2727676420294,0.5111239629338078,25.55619814669039
-13.683265692110027,-64.0560890953943,0.16946452760070668,8.473226380035333
-15.403852955397483,-65.70853042768036,0.22515190352196196,11.257595176098098
-15.983433648629193,-64.4697673542518,0.37881589727092807,18.940794863546405
-13.553615714635498,-65.18376056200516,0.23153824174606305,11.576912087303153
-13.879427968457149,-64.13706802397637,0.3367519729312295,16.837598646561474
-13.812978495877038,-65.31408392748752,0.06426442336872981,3.2132211684364904
-13.686188959942163,-64.02265565474383,0.6154982972956752,30.77491486478376
-15.77786604479773,-64.78316163424866,0.47281746918902084,23.640873459451043
-14.924602814367182,-63.40817502815816,0.3215326706121974,16.07663353060987
-15.65239282142461,-65.40619763963501,0.8304722184404253,41.52361092202126
-13.41068972237322,-64.89733412237436,0.25042340585642603,12.521170292821301
-14.130105619517327,-65.46631619689853,0.8285934632219212,41.42967316109606
-15.007305925442052,-63.438265954303596,0.10208780360226652,5.104390180113326
-15.80932494914193,-63.55665161654755,0.06271301264480453,3.1356506322402264
-15.067053034853014,-65.10514593071211,0.6083413801668794,30.417069008343972
-15.02445003391976,-64.10003988491455,0.25859017930296085,12.929508965148043
-13.811181464985808,-63.70694449949696,0.40562908937617786,20.281454468808892
-14.08732758593436,-64.36199797100134,0.5394428704266522,26.972143521332608
-13.338361772271021,-64.42587355410998,0.6768687942953532,33.84343971476766
-14.583355224514152,-65.14536927274887,0.23217739653972053,11.608869826986027
-15.641217262185094,-65.51724308048526,0.3965557887272027,19.827789436360135
-13.860265638331015,-63.50696060511668,0.3689281564344981,18.446407821724904
-13.717644854149308,-63.498954857091675,0.06314081378193165,3.1570406890965823
-14.316168407291512,-64.16724635681683,0.44066401827662194,22.033200913831095
-13.687098460136317,-64.90242552237825,0.5200292134820446,26.001460674102226
-14.518613210906828,-64.87697606346835,0.4767638098130684,23.838190490653417
-14.431801511854019,-63.935110802824404,0.4330001432008056,21.65000716004028
-14.71737694492435,-63.507224350118555,0.5295483138523914,26.477415692619573
-15.923742619767715,-63.532283939337205,0.5422473905703746,27.11236952851873
-15.676325719020086,-63.80031113535594,0.2164813864622481,10.824069323112404
